CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,CLASIFICACION_ESTABLECIMIENTO,DIRECCION,TELEFONO_1,TELEFONO_2,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,STATUS_num,MODALIDAD_num,JORNADA_num,PLAN_num,DEPARTAMENTAL_num
15-05-0037-46,15-016,BAJA VERAPAZ,GRANADOS,colegio intercultural tuncaj,colegio,granados,40737673,sin telefono,Jorge Arnoldo Alvarado Perez,FILADELFO  GARCÍA ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ,0,1,0,2,1
15-05-0041-46,15-015,BAJA VERAPAZ,GRANADOS,liceo amanecer en victoria,liceo,aldea saltan,79400043,sin telefono,Flora Milian Milian De Garcia,OTTO LUDWING SERRANO CABALLEROS,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ,1,1,0,2,1
15-05-0045-46,15-016,BAJA VERAPAZ,GRANADOS,centro de estudios magisteriales cem,centro educativo,aldea potrero grande,55263805,sin telefono,Jorge Arnoldo Alvarado Perez,SERGIO LEONEL GARCÍA ARÉVALO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,0,1,4,1,1
15-05-0047-46,15-016,BAJA VERAPAZ,GRANADOS,colegio intercultural tuncaj,colegio,granados,40731673,sin telefono,Jorge Arnoldo Alvarado Perez,FILADELFO  GARCÍA ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,BAJA VERAPAZ,0,1,3,3,1
15-05-1942-46,15-016,BAJA VERAPAZ,GRANADOS,colegio intercultural tuncaj,colegio,granados,40737673,sin telefono,Jorge Arnoldo Alvarado Perez,FILADELFO  GARCÍA ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),BAJA VERAPAZ,0,1,0,1,1
15-05-2153-46,15-016,BAJA VERAPAZ,GRANADOS,colegio intercultural tuncaj,colegio,granados,40737673,sin telefono,Jorge Arnoldo Alvarado Perez,FILADELFO  GARCÍA ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,0,1,4,1,1
15-05-2171-46,15-015,BAJA VERAPAZ,GRANADOS,centro de estudios magisteriales cem,centro educativo,aldea potrero grande,55263805,sin telefono,Flora Milian Milian De Garcia,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ,1,1,0,2,1
15-05-2172-46,15-015,BAJA VERAPAZ,GRANADOS,centro de estudios magisteriales cem,centro educativo,aldea potrero grande,sin telefono,sin telefono,Flora Milian Milian De Garcia,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,1,1,4,1,1
15-06-0006-46,15-018,BAJA VERAPAZ,SANTA CRUZ EL CHOL,instituto nacional de educacion diversificada,instituto,cabecera municipal,58925475,sin telefono,Cesar Leonel Gramajo Jimenez,ERICK OBDULIO JUÁREZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,0,1,4,1,1
15-06-0013-46,15-018,BAJA VERAPAZ,SANTA CRUZ EL CHOL,colegio particular mixto valle del urram,colegio,el chol,54392409,sin telefono,Cesar Leonel Gramajo Jimenez,WILIAMS ESTUARDO CAHUEQUE GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),BAJA VERAPAZ,1,1,0,1,1
15-06-0017-46,15-018,BAJA VERAPAZ,SANTA CRUZ EL CHOL,instituto de educacion diversificada por cooperativa de ensenanza,instituto,barrio el centro,56328963,sin telefono,Cesar Leonel Gramajo Jimenez,JULIO CÉSAR TOBAR MAGAÑA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,0,1,4,1,1
15-06-1265-46,15-018,BAJA VERAPAZ,SANTA CRUZ EL CHOL,colegio particular mixto valle del urram,colegio,santa cruz el chol,45390786,sin telefono,Cesar Leonel Gramajo Jimenez,JONATHAN DANILO REYES GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,0,1,4,1,1
15-07-0033-46,15-035,BAJA VERAPAZ,SAN JERONIMO,colegio particular mixto san jeronimo,colegio,barrio abajo,45944665,sin telefono,Iris Quetzali Ordonez Turcios De Ramirez,ALDO WILFREDO ALVAREZ RAMOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ,0,1,0,2,1
15-07-0036-46,15-035,BAJA VERAPAZ,SAN JERONIMO,instituto nacional de educacion diversificada,instituto,barrio abajo,38076396,sin telefono,Iris Quetzali Ordonez Turcios De Ramirez,WALESKA JUDITH PICÓN SIANA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ,0,1,1,1,1
15-07-0043-46,15-035,BAJA VERAPAZ,SAN JERONIMO,instituto nacional de educacion diversificada,instituto,"caserio planes y bodegas, aldea el jicaro",35989221,sin telefono,Iris Quetzali Ordonez Turcios De Ramirez,JOSÉ DINAEL REYES RAYMUNDO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ,0,1,1,1,1
15-07-0045-46,15-035,BAJA VERAPAZ,SAN JERONIMO,instituto tecnico de capacitacion y productividad intecap,instituto,kilometro 144 rn-17 aldea sibabaj,77935300,sin telefono,Iris Quetzali Ordonez Turcios De Ramirez,JORGE ARMANDO ROMÁN IXTECOC,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),BAJA VERAPAZ,0,1,0,1,1
15-07-0046-46,15-024,BAJA VERAPAZ,SAN JERONIMO,centro de educacion extraescolar ceex,centro educativo,"barrio abajo, calle la asuncion",54887718,sin telefono,Vivian Veronica Prera Noguera,ALONDRA VANESSA VALEY IXPATÁ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,BAJA VERAPAZ,0,1,0,3,1
15-07-0048-46,15-035,BAJA VERAPAZ,SAN JERONIMO,colegio particular mixto san jeronimo,colegio,barrio abajo,45944665,sin telefono,Iris Quetzali Ordonez Turcios De Ramirez,ALDO WILFREDO ALVAREZ RAMOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,BAJA VERAPAZ,0,1,3,3,1
15-08-0131-46,15-021,BAJA VERAPAZ,PURULHA,instituto mixto particular verapaz,instituto,barrio el cementerio,35930539,sin telefono,Pedro Armando Castro Choco,SEIDI YANET RODRÍGUEZ PIRIR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,0,1,4,1,1
15-08-0173-46,15-021,BAJA VERAPAZ,PURULHA,colegio particular mixto purulha profesora maria zoe lopez,colegio,barrio el carpintero,54269657,sin telefono,Pedro Armando Castro Choco,JOSÉ ALFREDO CRUZ SÚN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ,0,1,0,2,1
15-08-0197-46,15-021,BAJA VERAPAZ,PURULHA,colegio particular mixto purulha profesora maria zoe lopez,colegio,barrio el carpintero,59141526,sin telefono,Pedro Armando Castro Choco,INGRID YANET RAMÍREZ TÚN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,1,1,4,1,1
15-08-0200-46,15-021,BAJA VERAPAZ,PURULHA,instituto nacional de educacion diversificada,instituto,barrio san antonio,59616498,sin telefono,Pedro Armando Castro Choco,LAURA ISABEL MILIÁN BELTETÓN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ,0,1,1,1,1
15-08-0205-46,15-021,BAJA VERAPAZ,PURULHA,liceo integral purulense victoria,liceo,barrio la cruz,57778541,sin telefono,Pedro Armando Castro Choco,MARCO ANTONIO XOY ORTÍZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,0,1,4,1,1
15-08-0206-46,15-021,BAJA VERAPAZ,PURULHA,liceo integral purulense victoria,liceo,barrio la cruz,57778541,sin telefono,Pedro Armando Castro Choco,MARCO ANTONIO XOY ORTÍZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ,0,1,0,2,1
15-08-0207-46,15-021,BAJA VERAPAZ,PURULHA,instituto nacional de educacion diversificada,instituto,aldea san marcos sacsamani,57325568,sin telefono,Pedro Armando Castro Choco,MARVIN  DE LA CRUZ TECÚ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,0,1,4,1,1
15-08-0214-46,15-024,BAJA VERAPAZ,PURULHA,centro de educacion extraescolar ceex,centro educativo,barrio el centro,54887718,sin telefono,Vivian Veronica Prera Noguera,ALONDRA VANESSA VALEY IXPATÁ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,BAJA VERAPAZ,0,1,0,3,1
15-08-0219-46,15-021,BAJA VERAPAZ,PURULHA,instituto nacional de educacion diversificada,instituto,caserio nuevo progreso panchisivic,50457936,sin telefono,Pedro Armando Castro Choco,MAGNOLIA ANDREINA CAP FORTÍN,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,0,1,4,1,1
15-08-0220-46,15-021,BAJA VERAPAZ,PURULHA,colegio particular mixto purulha profesora maria zoe lopez,colegio,barrio el carpintero,54269657,sin telefono,Pedro Armando Castro Choco,JOSÉ ALFREDO CRUZ SÚN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,BAJA VERAPAZ,0,1,3,3,1
15-08-0225-46,15-021,BAJA VERAPAZ,PURULHA,instituto mixto particular verapaz,instituto,barrio el cementerio,36383815,sin telefono,Pedro Armando Castro Choco,SEIDI YANET RODRÍGUEZ PIRIR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,BAJA VERAPAZ,0,1,3,3,1
15-08-2158-46,15-021,BAJA VERAPAZ,PURULHA,instituto mixto particular verapaz,instituto,barrio el cementerio,35930539,sin telefono,Pedro Armando Castro Choco,SEIDI YANET RODRÍGUEZ PIRIR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ,0,1,0,2,1
04-01-0044-46,04-028,CHIMALTENANGO,CHIMALTENANGO,escuela normal rural no. 1 pedro molina,escuela,finca la alameda,42182840,sin telefono,Marilena Hernandez Cabrera,MIRIAM LILY LUNA RUANO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO,0,1,0,1,2
04-01-0051-46,04-001,CHIMALTENANGO,CHIMALTENANGO,colegio mixto santa ana,colegio,2a. calle 5-52 zona 4,78391533,sin telefono,Abimael Acuta Abaj,MAURO AROLDO FIGUEROA ZAMORA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO,0,1,4,1,2
04-01-0053-46,04-027,CHIMALTENANGO,CHIMALTENANGO,colegio jose simeon canas y villacorta,colegio,4a. avenida 2-95 zona 3,78393574,sin telefono,Surama Lisseth Ramirez Lopez De Morales,IRMA ARACELI MENDOZA ALCÚ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO,0,1,4,1,2
04-01-0055-46,04-020,CHIMALTENANGO,CHIMALTENANGO,instituto evangelico america latina,instituto,6a. avenida 3-48 zona 5,77282600,sin telefono,Lesly Yolanda Perez Chamale,AXEL EDUARDO ESTRADA CHÁVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO,0,1,1,1,2
04-01-0057-46,04-001,CHIMALTENANGO,CHIMALTENANGO,colegio evangelico mixto america,colegio,1a calle 7-160 zona 4,78391123,sin telefono,Abimael Acuta Abaj,JAVIER SÁNCHEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO,1,1,4,1,2
04-01-0058-46,04-001,CHIMALTENANGO,CHIMALTENANGO,tecnologico preuniversitario,otro,3 calle 7-54 zona 3,78394519,sin telefono,Abimael Acuta Abaj,GERSON ARELY PUZ SAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO,0,1,0,1,2
04-01-0059-46,04-028,CHIMALTENANGO,CHIMALTENANGO,instituto tecnico industrial,instituto,"9a. calle de los claveles 3-76 zona 1, quintas los aposentos",78396913,sin telefono,Marilena Hernandez Cabrera,ASUNCIÓN BOLIVIA MATZER CUXIL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO,0,1,0,1,2
04-01-0061-46,04-020,CHIMALTENANGO,CHIMALTENANGO,instituto tecnologico chimalteco,instituto,8a. calle y 6a. avenida 5-20 zona 1 quintas los aposentos,78391288,78392217,Lesly Yolanda Perez Chamale,DOMINGO JIATZ SOLAN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO,1,1,0,1,2
04-01-0062-46,04-001,CHIMALTENANGO,CHIMALTENANGO,escuela nacional de ciencias comerciales leonidas mencos avila,escuela,1a. calle 9-30 zona 3,78396809,sin telefono,Abimael Acuta Abaj,MARCO ANTONIO MONTERROSO MONZÓN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO,0,1,4,1,2
04-01-0063-46,04-001,CHIMALTENANGO,CHIMALTENANGO,escuela de ciencias comerciales por cooperativa prof. miguel angel francisco juarez perez,escuela,1a calle 9-30 zona 3,78396762,sin telefono,Abimael Acuta Abaj,MIGUEL ANGEL JUÁREZ PÉREZ,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,DIARIO(REGULAR),CHIMALTENANGO,0,1,3,1,2
04-01-0069-46,04-027,CHIMALTENANGO,CHIMALTENANGO,colegio jose simeon canas y villacorta,colegio,4a. avenida 2-95 zona 3,78393574,sin telefono,Surama Lisseth Ramirez Lopez De Morales,IRMA ARACELI MENDOZA ALCÚ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO,0,1,1,1,2
04-01-0070-46,04-027,CHIMALTENANGO,CHIMALTENANGO,colegio jose simeon canas y villacorta,colegio,4a. avenida 2-95 zona 3,78933574,sin telefono,Surama Lisseth Ramirez Lopez De Morales,IRMA ARACELI MENDOZA ALCÚ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO,0,1,0,1,2
04-01-0073-46,04-003,CHIMALTENANGO,CHIMALTENANGO,liceo cristiano natanael,liceo,"6a. avenida a 2a-37, zona 2 colonia santa teresita",57998064,sin telefono,Edwin Ricardo Sacrapal Can,FLAVIO AUGUSTO CHOC CHOY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO,0,1,1,1,2
04-01-0093-46,04-028,CHIMALTENANGO,CHIMALTENANGO,escuela normal de educacion fisica,escuela,"interior de la escuela normal rural pedro molina, la alameda",78404977,sin telefono,Marilena Hernandez Cabrera,JUAN MANUEL SALAZAR ARRIOLA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO,0,1,0,1,2
04-01-0095-46,04-028,CHIMALTENANGO,CHIMALTENANGO,instituto nacional de educacion diversificada dr. pedro molina,instituto,finca alameda,79370426,sin telefono,Marilena Hernandez Cabrera,NANCY JULISSA HERRERA MORALES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO,0,1,1,1,2
04-01-0112-46,04-002,CHIMALTENANGO,CHIMALTENANGO,centro de estudios tecnicos y avanzados de chimaltenango no. 2 (c.e.t.a.ch. no. 2),centro educativo,3a. calle 6-125 zona 4,78391333,sin telefono,Edna Nohelia Perez Toj De Lopez,BERTHA MARIA QUIROA GARNICA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO,0,1,1,1,2
04-01-0113-46,04-002,CHIMALTENANGO,CHIMALTENANGO,centro de estudios tecnicos y avanzados de chimaltenango no. 2 (c.e.t.a.ch. no. 2),centro educativo,3a. calle 6-125 zona 4,78404789,sin telefono,Edna Nohelia Perez Toj De Lopez,BERTHA MARIA QUIROA GARNICA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO,0,1,0,1,2
04-01-0115-46,04-003,CHIMALTENANGO,CHIMALTENANGO,liceo cristiano natanael,liceo,"6a. avenida a 2a-37, zona 2 colonia santa teresita",57998064,sin telefono,Edwin Ricardo Sacrapal Can,FLAVIO AUGUSTO CHOC CHOY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO,0,1,4,1,2
04-01-0117-46,04-002,CHIMALTENANGO,CHIMALTENANGO,centro de estudios tecnicos avanzados de chimaltenango no. 2 (c e t a ch no 2),centro educativo,3a. calle 6-125 zona 4,78399782,sin telefono,Edna Nohelia Perez Toj De Lopez,CARLOS HUMBERTO CABRERA OVALLE,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO,1,1,4,1,2
04-01-0121-46,04-020,CHIMALTENANGO,CHIMALTENANGO,colegio mixto santa teresita,colegio,"manzana l, lote 31 y 32, colonia santa teresita, zona 2",50369137,sin telefono,Lesly Yolanda Perez Chamale,EDGAR VINICIO ROSALES GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO,0,1,4,1,2
04-01-0125-46,04-028,CHIMALTENANGO,CHIMALTENANGO,liceo nueva generacion,liceo,1a. avenida 4-52 zona 4,78392827,sin telefono,Marilena Hernandez Cabrera,LESLIE IVETTE SÁNCHEZ VÁSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO,0,1,1,1,2
04-01-0128-46,04-028,CHIMALTENANGO,CHIMALTENANGO,liceo nueva generacion,liceo,1a. avenida 4-52 zona 4,783928,sin telefono,Marilena Hernandez Cabrera,LESLIE IVETTE SÁNCHEZ VÁSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIMALTENANGO,0,1,0,2,2
04-01-0129-46,04-020,CHIMALTENANGO,CHIMALTENANGO,instituto evangelico america latina,instituto,6a. avenida 3-48 zona 5,77282600,sin telefono,Lesly Yolanda Perez Chamale,AXEL EDUARDO ESTRADA CHÁVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIMALTENANGO,0,1,0,2,2
04-01-0134-46,04-003,CHIMALTENANGO,CHIMALTENANGO,centro de estudios tecnicos y avanzados de chimaltenango c.e.t.a.ch.,centro educativo,8a. avenida 3-59 zona 2,77741100,sin telefono,Edwin Ricardo Sacrapal Can,JOSÉ EDWIN VILLARREAL AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO,0,1,0,1,2
04-01-0139-46,04-001,CHIMALTENANGO,CHIMALTENANGO,colegio bless,colegio,1a. calle 9-307 zona 4,79649696,78739432,Abimael Acuta Abaj,MARIO RAUL DE LA CRUZ ELÍAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO,0,1,1,1,2
04-01-0140-46,04-001,CHIMALTENANGO,CHIMALTENANGO,colegio bless,colegio,1a. calle 9-307 zona 4,78397979,sin telefono,Abimael Acuta Abaj,EMILIO ANTONIO JUAREZ ZAMORA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO,1,1,4,1,2
04-01-0141-46,04-001,CHIMALTENANGO,CHIMALTENANGO,colegio bless,colegio,1a. calle 9-307 zona 4,78397979,sin telefono,Abimael Acuta Abaj,MARIO RAUL DE LA CRUZ ELÍAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIMALTENANGO,0,1,0,2,2
04-01-0142-46,04-001,CHIMALTENANGO,CHIMALTENANGO,colegio bless,colegio,1a. calle 9-307 zona 4,78397979,sin telefono,Abimael Acuta Abaj,MARIO RAUL DE LA CRUZ ELÍAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO,0,1,0,1,2
04-01-0144-46,04-027,CHIMALTENANGO,CHIMALTENANGO,instituto mixto tecnologico central ciudad de los escudos,instituto,2a. calle 2-45 zona 4,78494236,sin telefono,Surama Lisseth Ramirez Lopez De Morales,MIGUEL ANGEL TARTON TOJ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO,0,1,1,1,2
04-01-0145-46,04-027,CHIMALTENANGO,CHIMALTENANGO,instituto mixto tecnologico central ciudad de los escudos,instituto,2a. calle 2-45 zona 4,78494236,sin telefono,Surama Lisseth Ramirez Lopez De Morales,MIGUEL ANGEL TARTON TOJ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO,0,1,0,1,2
04-01-0147-46,04-002,CHIMALTENANGO,CHIMALTENANGO,centro de estudios integrados cei,centro educativo,"1a. calle pasaje 6-106 casa i, aldea buena vista, zona 8",55749641,sin telefono,Edna Nohelia Perez Toj De Lopez,ALEJANDRO ISRAEL RIVAS RAMIREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO,0,1,1,1,2
04-01-0148-46,04-028,CHIMALTENANGO,CHIMALTENANGO,colegio menben,colegio,"parcela 37a, la alameda",78395581,sin telefono,Marilena Hernandez Cabrera,MAUREEN ANNE MENDEZ BENSEN DE LLARENA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO,1,1,1,1,2
04-01-0152-46,04-002,CHIMALTENANGO,CHIMALTENANGO,centro de estudios tecnicos y avanzados de chimaltenango no. 2 (c e t a ch no 2),centro educativo,3a. calle 6-125 zona 4,78404789,sin telefono,Edna Nohelia Perez Toj De Lopez,BERTHA MARIA QUIROA GARNICA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIMALTENANGO,0,1,0,2,2
04-01-0153-46,04-002,CHIMALTENANGO,CHIMALTENANGO,centro de estudios tecnicos y avanzados de chimaltenango no. 2 (c e t a ch no 2),centro educativo,3a. calle 6-125 zona 4,78404789,sin telefono,Edna Nohelia Perez Toj De Lopez,BERTHA MARIA QUIROA GARNICA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIMALTENANGO,0,1,0,2,2
04-01-0161-46,04-028,CHIMALTENANGO,CHIMALTENANGO,liceo nueva generacion,liceo,1a. avenida 4-52 zona 4,78392827,sin telefono,Marilena Hernandez Cabrera,LESLIE IVETTE SÁNCHEZ VÁSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO,0,1,4,1,2
04-01-0162-46,04-027,CHIMALTENANGO,CHIMALTENANGO,liceo integral cientifico en computacion,liceo,4a. avenida 5-80 zona 2,78394756,sin telefono,Surama Lisseth Ramirez Lopez De Morales,JOSÉ ALBERTO TAGUAL CHAVAC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO,0,1,0,1,2
04-01-0165-46,04-001,CHIMALTENANGO,CHIMALTENANGO,liceo cristiano hispanoamericano,liceo,3a. avenida 1-64 zona 2,78395647,sin telefono,Abimael Acuta Abaj,CINDY PRISCILA MONTUFAR AJSIVINAC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO,0,1,1,1,2
04-01-0167-46,04-001,CHIMALTENANGO,CHIMALTENANGO,liceo cristiano hispanoamericano,liceo,3a. avenida 1-64 zona 2,78395647,sin telefono,Abimael Acuta Abaj,CINDY PRISCILA MONTUFAR AJSIVINAC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO,0,1,4,1,2
04-01-0170-46,04-028,CHIMALTENANGO,CHIMALTENANGO,instituto tecnologico chimalteco,instituto,3a. avenida 3-65 zona 3,78392002,sin telefono,Marilena Hernandez Cabrera,DOMINGO JIATZ SOLAN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO,1,1,1,1,2
