CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,CLASIFICACION_ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
20-09-0039-46,20-038,CHIQUIMULA,QUEZALTEPEQUE,instituto para maestras de educacion preprimaria intercultural,instituto,9. CALLEJON 1-72 ZONA 1,41516678,ANGELA DEL ROSARIO GARCIA MARCOS,VICTORIA ABIGAIL RUIZ DIAZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-09-0043-46,20-037,CHIQUIMULA,QUEZALTEPEQUE,complejo educativo intercultural,otro,COLONIA SANTA FILOMENA ZONA 2,79440254,MIRNA MARLENY JUAREZ PEREZ,MARIA ESTHER MARCOS LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-09-0044-46,20-038,CHIQUIMULA,QUEZALTEPEQUE,colegio catolico privado mixto san francisco de asis,colegio,"COLONIA SANTA FILOMENA, ZONA 2",52075093,ANGELA DEL ROSARIO GARCIA MARCOS,JUAN LUIS MIGUEL AGOSTO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-09-0045-46,20-038,CHIQUIMULA,QUEZALTEPEQUE,liceo tecnico quezaltepeque,liceo,9. CALLEJON 1-72 ZONA 1,55101858,ANGELA DEL ROSARIO GARCIA MARCOS,ELOINA MARGOTH SANDOVAL VILLAFUERTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-09-0056-46,20-037,CHIQUIMULA,QUEZALTEPEQUE,complejo educativo intercultural,otro,"COLONIA SANTA FILOMENA, ZONA 2",33721515,MIRNA MARLENY JUAREZ PEREZ,ORFA  RECINOS RIVERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-09-0058-46,20-038,CHIQUIMULA,QUEZALTEPEQUE,colegio adventista redencion,colegio,14 CALLEJON 3-11 ZONA 2 COLONIA VILLA LORENA,79440353,ANGELA DEL ROSARIO GARCIA MARCOS,BLANCA EDINA PÉREZ FELIPE,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-09-0060-46,20-037,CHIQUIMULA,QUEZALTEPEQUE,instituto privado mixto nocturno de ciencias comerciales,instituto,"COLONIA SANTA FILOMENA, ZONA 2",33721515,MIRNA MARLENY JUAREZ PEREZ,OLGA ELENA CASTAÑEDA MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-09-0063-46,20-038,CHIQUIMULA,QUEZALTEPEQUE,liceo tecnico quezaltepeque,liceo,9NO. CALLEJÓN 1-72 ZONA 1,55101858,ANGELA DEL ROSARIO GARCIA MARCOS,ELOINA MARGOTH SANDOVAL VILLAFUERTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-09-0064-46,20-038,CHIQUIMULA,QUEZALTEPEQUE,colegio adventista redencion,colegio,14 CALLEJÓN 3-11 ZONA 2 COLONIA VILLA LORENA,47005938,ANGELA DEL ROSARIO GARCIA MARCOS,BLANCA EDINA PÉREZ FELIPE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-09-0069-46,20-030,CHIQUIMULA,QUEZALTEPEQUE,centro de educacion extraescolar ceex funcafe,centro educativo,1ERA. CALLE 4-59 ZONA 1,33086541,VILMA ESPERANZA LOPEZ INTERIANO,SINDY YAMALÍ VÁSQUEZ PASCUAL,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-09-0071-46,20-038,CHIQUIMULA,QUEZALTEPEQUE,liceo tecnico quezaltepeque,liceo,9. CALLEJON 1-72 ZONA 1,55101858,ANGELA DEL ROSARIO GARCIA MARCOS,ELOINA MARGOTH SANDOVAL VILLAFUERTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
20-09-0073-46,20-037,CHIQUIMULA,QUEZALTEPEQUE,instituto privado mixto nocturno de ciencias comerciales,instituto,"COLONIA SANTA FILOMENA, ZONA 2",33721515,MIRNA MARLENY JUAREZ PEREZ,OLGA ELENA CASTAÑEDA MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
20-09-0408-46,20-037,CHIQUIMULA,QUEZALTEPEQUE,instituto privado mixto nocturno de ciencias comerciales,instituto,COLONIA SANTA FILOMENA,79440254,MIRNA MARLENY JUAREZ PEREZ,REINALDO JOÉL MARROQUÍN TORRES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),CHIQUIMULA
20-09-1525-46,20-038,CHIQUIMULA,QUEZALTEPEQUE,liceo tecnico quezaltepeque,liceo,9NO. CALLEJON 1-72 ZONA 1,55101858,ANGELA DEL ROSARIO GARCIA MARCOS,ELOINA MARGOTH SANDOVAL VILLAFUERTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-09-1555-46,20-038,CHIQUIMULA,QUEZALTEPEQUE,liceo tecnico quezaltepeque,liceo,9 CALLEJON 1-72 ZONA 1,55101858,ANGELA DEL ROSARIO GARCIA MARCOS,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),CHIQUIMULA
20-09-1793-46,20-037,CHIQUIMULA,QUEZALTEPEQUE,escuela normal de educacion fisica doctor en ciencias politicas y sociales mario rolando torres marroquin,escuela,KILOMETRO 197 CARRETERA A ESQUIPULAS COLONIA LOS PINOS,46430310,MIRNA MARLENY JUAREZ PEREZ,LUIS EDUARDO FRANCISCO ELGUETA ANDRINO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-09-1794-46,20-037,CHIQUIMULA,QUEZALTEPEQUE,instituto de bachillerato en computacion,instituto,3A. AV. 1-68 ZONA 1,51578198,MIRNA MARLENY JUAREZ PEREZ,MARÍA FERNANDA CEREZO MONROY,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-09-2271-46,20-037,CHIQUIMULA,QUEZALTEPEQUE,instituto privado mixto nocturno de ciencias comerciales,instituto,"COLONIA SANTA FILOMENA, ZONA 2",33721515,MIRNA MARLENY JUAREZ PEREZ,OLGA ELENA CASTAÑEDA MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-09-2363-46,20-038,CHIQUIMULA,QUEZALTEPEQUE,liceo tecnico quezaltepeque,liceo,9 CALLEJON 1-72 ZONA 1,55101659,ANGELA DEL ROSARIO GARCIA MARCOS,JUAN LUIS MIGUEL AGOSTO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),CHIQUIMULA
20-10-0013-46,20-011,CHIQUIMULA,SAN JACINTO,instituto nacional de educacion diversificada,instituto,BARRIO EL CENTRO SAN JACINTO,,RONY JOSE ALDANA ESPAÑA,NOLVIA DANILDA MÉNDEZ RAMÍREZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-10-0020-46,20-030,CHIQUIMULA,SAN JACINTO,centro de educacion extraescolar ceex funcafe,centro educativo,ALDEA TIZUBÍN,55372091,VILMA ESPERANZA LOPEZ INTERIANO,DINA RAMÍREZ MARCOS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-11-0001-46,20-018,CHIQUIMULA,IPALA,instituto tecnico industrial albert einstein,instituto,1A. DIAGONAL 2-44 ZONA 1,42695079,NILDA MARITZA ARROYO RODRIGUEZ,MELIDA ROSA ARIAS PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-11-0009-46,20-018,CHIQUIMULA,IPALA,colegio privado de bachillerato por madurez emmanuel,colegio,RUTA NACIONAL 1-23 ZONA 1,46310501,NILDA MARITZA ARROYO RODRIGUEZ,CELMA YOLANDA MORALES SALGUERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-11-0012-46,20-041,CHIQUIMULA,IPALA,instituto nacional de educacion diversificada,instituto,ALDEA EL SUYATE,31049608,JUAN DE DIOS MONROY RAMIREZ,GILMER LEONARD VILLAFUERTE LOPEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-11-0029-46,20-041,CHIQUIMULA,IPALA,colegio particular mixto proyeccion,colegio,1 AVENIDA 1-35 ZONA 5,79428303,JUAN DE DIOS MONROY RAMIREZ,AURA GUILLERMINA PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-11-0030-46,20-039,CHIQUIMULA,IPALA,colegio particular mixto proyeccion,colegio,1A. AVENIDA 1-35 ZONA 5,79428303,EDGAR ANIBAL MENENDEZ VELASQUEZ,AURA GUILLERMINA PÉREZ DE GÁLVAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-11-0042-46,20-018,CHIQUIMULA,IPALA,colegio adventista el sinai,colegio,1A. DIAGONAL 2-32 ZONA 1,40482888,NILDA MARITZA ARROYO RODRIGUEZ,BRENDA EDELMIRA SAGASTUME MARCOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-11-0044-46,20-041,CHIQUIMULA,IPALA,colegio particular mixto catolico nuestra senora de la esperanza,colegio,1A. AVENIDA 3-99 ZONA 2 SECTOR BARRIO LA REFORMA,50484070,JUAN DE DIOS MONROY RAMIREZ,SUSETTE DOLORES LAM PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-11-0049-46,20-041,CHIQUIMULA,IPALA,liceo ipalteco en computacion,liceo,1A. CALLE 2-78 ZONA 4,79428484,JUAN DE DIOS MONROY RAMIREZ,LUCINDA DEL CARMEN BERGANZA ACEVEDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-11-0050-46,20-041,CHIQUIMULA,IPALA,liceo ipalteco en computacion,liceo,1A. CALLE 2-78 ZONA 4,79428484,JUAN DE DIOS MONROY RAMIREZ,LUCINDA DEL CARMEN BERGANZA ACEVEDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-11-0053-46,20-018,CHIQUIMULA,IPALA,colegio privado de bachillerato por madurez emmanuel,colegio,RUTA NACIONAL 1-23 ZONA 1,46310501,NILDA MARITZA ARROYO RODRIGUEZ,CELMA YOLANDA MORALES SALGUERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
20-11-0055-46,20-018,CHIQUIMULA,IPALA,instituto tecnico industrial albert einstein,instituto,1A. DIAGONAL 2-44 ZONA 1,42695079,NILDA MARITZA ARROYO RODRIGUEZ,MELIDA ROSA ARIAS PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-11-0072-46,20-034,CHIQUIMULA,IPALA,instituto de educacion diversificada por cooperativa de ensenanza,instituto,"1A. CALLE ""A"" 4-98 ZONA 1",36302107,BYRON HORACIO SARCEÑO ZEPEDA,JACINTA ESTELA FOLGAR SANDOVAL,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-11-0464-46,20-041,CHIQUIMULA,IPALA,colegio particular mixto proyeccion,colegio,1 AVENIDA 1-35 ZONA 5,79428303,JUAN DE DIOS MONROY RAMIREZ,AURA GUILLERMINA PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-11-1518-46,20-034,CHIQUIMULA,IPALA,instituto de educacion diversificada por cooperativa de ensenanza,instituto,"1A. CALLE ""A"" 4-98 ZONA 1",36302107,BYRON HORACIO SARCEÑO ZEPEDA,JACINTA ESTELA FOLGAR SANDOVAL,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-11-1554-46,20-041,CHIQUIMULA,IPALA,colegio particular mixto catolico nuestra senora de la esperanza,colegio,"1A. AVENIDA 3-99 ZONA 2, SECTOR BARRIO LA REFORMA",58981789,JUAN DE DIOS MONROY RAMIREZ,SUSETTE DOLORES LAM PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
00-01-0158-46,01-312,CIUDAD CAPITAL,ZONA 1,colegio tecnico progresista cetecpro,colegio,2A. AVENIDA 3-59,22512759,AMADO  SALOMON FLORES PEREZ,IRMA AMPARO TOLEDO HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0173-46,01-301,CIUDAD CAPITAL,ZONA 1,instituto normal para senoritas centro america,instituto,1A CALLE 2-64,22323424,ERICK ESTUARDO SANCHEZ ARCHILA,INGRID MARIELA ESPINA ORELLANA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0174-46,01-307,CIUDAD CAPITAL,ZONA 1,escuela nacional central de formacion secretarial,escuela,12 AVENIDA 9-27,22322985,NORMA ARACELY PALOMO FRANCO DE DIAZ,INGRID DEL ROSARIO DONIS CERÓN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0175-46,01-317,CIUDAD CAPITAL,ZONA 1,escuela normal para maestros de educacion musical jesus maria alvarado,escuela,2A. CALLE 4-04,22516651,MARIANO DOMINGO ESTRADA TELETOR,ALEIDA EMPERATRIZ PIÑON BONILLA,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0176-46,01-301,CIUDAD CAPITAL,ZONA 1,instituto nacional de bachillerato en computacion,instituto,3A CALLE 15-45,22202223,ERICK ESTUARDO SANCHEZ ARCHILA,FREDY HUMBERTO GONZÁLEZ SANTISTEBAN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0178-46,01-403,CIUDAD CAPITAL,ZONA 1,escuela nacional central de ciencias comerciales,escuela,10A. AVENIDA 9-42,22320914,CARLOS HUMBERTO GONZALEZ DE LEON,ESWIN NOE ROSALES LÓPEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0179-46,01-403,CIUDAD CAPITAL,ZONA 1,escuela normal para maestros de educacion musical jesus maria alvarado,escuela,"10A. AVENIDA 2-24,",58068368,CARLOS HUMBERTO GONZALEZ DE LEON,JULIO CESAR SANTOS CAMPOS,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0180-46,01-403,CIUDAD CAPITAL,ZONA 1,escuela nacional de administracion publica lic. manuel gregorio lopez santiago,escuela,9A CALLE 2-36,42201837,CARLOS HUMBERTO GONZALEZ DE LEON,JULIO ERNESTO GONZÁLEZ HERNÁNDEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0181-46,01-315,CIUDAD CAPITAL,ZONA 1,instituto de educacion diversificada centro de ensenanza de ingles sistematizada ceis,instituto,3A CALLE 7-64,22329406,AURA MARINA GARRIDO MORALES,---,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0183-46,01-312,CIUDAD CAPITAL,ZONA 1,instituto normal casa central,instituto,1A AVE. 13-63,22384684,AMADO  SALOMON FLORES PEREZ,SILVIA LETICIA PERÉN POYÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0186-46,01-315,CIUDAD CAPITAL,ZONA 1,liceo tecnologico guatemala de la asuncion,liceo,3A. CALLE 7-64,22329406,AURA MARINA GARRIDO MORALES,ELUBIA ANAYTE SIGUENZA MONTERROSO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0189-46,,CIUDAD CAPITAL,ZONA 1,instituto federico crowe,instituto,4A. AVENIDA 9-66,2517748 2384159,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0191-46,01-318,CIUDAD CAPITAL,ZONA 1,instituto mixto coactemalan,instituto,11 CALLE 10-43,22325522,LESLIE AZUCENA MONZON TECUN,NANCY ALEIDA BANCES ARÉVALO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0192-46,01-301,CIUDAD CAPITAL,ZONA 1,instituto profesional de tecnicas comerciales especializadas iptce,instituto,7A AVE. 3-48,22320733,ERICK ESTUARDO SANCHEZ ARCHILA,MARTA JOSEFINA LARA PANIAGUA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0194-46,01-308,CIUDAD CAPITAL,ZONA 1,centro de estudios en ciencias de la comunicacion (cesco),centro educativo,4TA.CALLE 7-53,22320432,LEONEL AMILCAR RIOS FUENTES,-----,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0195-46,01-305,CIUDAD CAPITAL,ZONA 1,instituto privado mixto de educacion diversificada la ensenanza,instituto,5A CALLE 9-28,53904905,ISIS IRAZEMA CANEL PALMA,----------,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0197-46,01-403,CIUDAD CAPITAL,ZONA 1,liceo tecnologico guatemala de la asuncion,liceo,3A. CALLE 7-64,54452951,CARLOS HUMBERTO GONZALEZ DE LEON,ELUBIA ANAYTE SIGUENZA MONTERROSO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0199-46,01-402,CIUDAD CAPITAL,ZONA 1,instituto privado mixto de educacion diversificada centro de estudios mercadologicos y publicitarios,instituto,8A AVE. 3-50,22329819,CARLOS HUMBERTO GONZALEZ DE LEON,----,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0200-46,01-403,CIUDAD CAPITAL,ZONA 1,instituto de educacion diversificada colegio la ensenanza,colegio,5A CALLE 9-28,22511752,CARLOS HUMBERTO GONZALEZ DE LEON,----,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0201-46,01-403,CIUDAD CAPITAL,ZONA 1,centro educacional guatemalteco,centro educativo,7A. CALLE 1-19,22533558,CARLOS HUMBERTO GONZALEZ DE LEON,----,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0202-46,01-312,CIUDAD CAPITAL,ZONA 1,instituto mixto  miguel de cervantes ,instituto,10ª.  CALLE 1-47,24593860,AMADO  SALOMON FLORES PEREZ,CARLOS RENE ESCOBAR MONTENEGRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0203-46,01-301,CIUDAD CAPITAL,ZONA 1,instituto nacional central para varones,instituto,9A AVE. 9-27,22328285,ERICK ESTUARDO SANCHEZ ARCHILA,CARLOS ALFREDO VALDEZ PAZ,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0204-46,01-301,CIUDAD CAPITAL,ZONA 1,instituto nacional de bachillerato adsc. al inca,instituto,1A CALLE 2-64,22323114,ERICK ESTUARDO SANCHEZ ARCHILA,INGRID MARIELA ESPINA ORELLANA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0205-46,01-318,CIUDAD CAPITAL,ZONA 1,instituto normal central para senoritas belen,instituto,11 AVE. 12-20,22329609,LESLIE AZUCENA MONZON TECUN,ELSA CORALIA LEÓN BARRIOS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0206-46,01-307,CIUDAD CAPITAL,ZONA 1,instituto normal mixto rafael aqueche,instituto,"9A CALLE 2-36,",22326422,NORMA ARACELY PALOMO FRANCO DE DIAZ,EVA ANGELINA RAMIREZ IXCAMPARIJ DE RAMÍREZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0207-46,01-307,CIUDAD CAPITAL,ZONA 1,instituto normal mixto rafael aqueche,instituto,9A CALLE 2-36,22533274,NORMA ARACELY PALOMO FRANCO DE DIAZ,FREDY AMILCAR CRUZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0208-46,01-403,CIUDAD CAPITAL,ZONA 1,instituto normal mixto nocturno,instituto,9A AVE. 9-27,55696890,CARLOS HUMBERTO GONZALEZ DE LEON,SANTOS  PALMA CONTRERAS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0209-46,01-304,CIUDAD CAPITAL,ZONA 1,colegio parroquial del calvario mateo perrone,colegio,6A AVE. 18-23,22322912,AMADO SALOMON FLORES PEREZ,---,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0210-46,01-318,CIUDAD CAPITAL,ZONA 1,colegio catolico san pablo,colegio,14 CALLE  A  2-41,22305024,LESLIE AZUCENA MONZON TECUN,EDGAR VINICIO PALENCIA PACHECO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0211-46,01-303,CIUDAD CAPITAL,ZONA 1,colegio para varones san sebastian,colegio,2A CALLE 6-56,22536602,CLAUDIA PATRICIA RUIZ CASASOLA DE ESTRADA,ROLANDO MARROQUIN TANCHEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0212-46,01-307,CIUDAD CAPITAL,ZONA 1,colegio salesiano don bosco,colegio,26 CALLE 2-46 GUATEMALA,22465117,NORMA ARACELY PALOMO FRANCO DE DIAZ,MANUEL VICENTE GUERRA DUARTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0218-46,01-403,CIUDAD CAPITAL,ZONA 1,liceo tecnologico guatemala de la asuncion,liceo,3A. CALLE 7-64,54452951,CARLOS HUMBERTO GONZALEZ DE LEON,ELUBIA ANAYTE SIGUENZA MONTERROSO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0219-46,01-312,CIUDAD CAPITAL,ZONA 1,centro de estudios winbridge,centro educativo,8A CALLE 2-40,22324201,AMADO  SALOMON FLORES PEREZ,GILDA NOEMÍ SOSA HURTADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0220-46,01-312,CIUDAD CAPITAL,ZONA 1,liceo  frances ,liceo,5A AVE. 9-80,22516728,AMADO  SALOMON FLORES PEREZ,ANA MARIA ESTRADA RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0222-46,01-317,CIUDAD CAPITAL,ZONA 1,colegio santa monica,colegio,10A CALLE 11-41,22329121,MARIANO DOMINGO ESTRADA TELETOR,CONCEPCIÓN ARELY LÓPEZ NAVAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0223-46,01-312,CIUDAD CAPITAL,ZONA 1,colegio el rosario,colegio,15 CALLE 'A' 2-74,22320361,AMADO  SALOMON FLORES PEREZ,TERESITA BEATRIZ HARANZEN QUINTEROS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
